Module	Section	Sample Name	Source
QualiMap	rna_genome_results	OC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OC2.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BH2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BH2.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WC1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WC1.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	ON3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/ON3.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WC3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WC3.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MH4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MH4.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MN2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MN2.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	OC5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OC5.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WC4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WC4.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	OH1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OH1.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MN3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MN3.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WN5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WN5.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MC2.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BN2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BN2.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MH1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MH1.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	ON4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/ON4.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BC3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC3.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC2.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MC4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MC4.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BC4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC4.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BN5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BN5.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	OH2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OH2.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	OH4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OH4.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BN3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BN3.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	ON2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/ON2.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BH4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BH4.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	OC3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OC3.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WH1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WH1.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WH4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WH4.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BC5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC5.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WH3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WH3.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MC3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MC3.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BC1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC1.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MH5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MH5.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MC1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MC1.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	WC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WC2.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	BH1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BH1.sorted/rnaseq_qc_results.txt
QualiMap	rna_genome_results	MN4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MN4.sorted/rnaseq_qc_results.txt
QualiMap	rna_coverage_histogram	MN5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MN5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WN1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WN1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WH5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WH5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WC5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WC5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MH3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MH3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MC5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MC5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OC4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OC4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WN2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WN2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MH2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MH2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OH3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OH3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	ON5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/ON5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BH3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BH3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WN3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WN3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WH2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WH2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BH5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BH5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OH5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OH5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	ON1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/ON1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OC1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OC1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MN1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MN1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WN4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WN4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BN1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BN1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OC2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BH2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BH2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WC1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WC1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	ON3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/ON3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WC3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WC3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MH4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MH4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MN2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MN2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OC5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OC5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WC4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WC4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OH1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OH1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MN3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MN3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WN5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WN5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MC2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BN2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BN2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MH1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MH1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	ON4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/ON4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BC3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MC4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MC4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BC4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BN5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BN5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OH2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OH2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OH4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OH4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BN3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BN3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	ON2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/ON2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BH4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BH4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	OC3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/OC3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WH1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WH1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WH4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WH4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BC5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WH3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WH3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MC3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MC3.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BC1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BC1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MH5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MH5.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MC1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MC1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	WC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/WC2.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	BH1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/BH1.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	MN4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/qualimap/MN4.sorted/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
Preseq	all_sections	MN5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/MN5.sorted.ccurve.txt
Preseq	all_sections	WN1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WN1.sorted.ccurve.txt
Preseq	all_sections	WH5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WH5.sorted.ccurve.txt
Preseq	all_sections	WC5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WC5.sorted.ccurve.txt
Preseq	all_sections	MH3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/MH3.sorted.ccurve.txt
Preseq	all_sections	MC5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/MC5.sorted.ccurve.txt
Preseq	all_sections	OC4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/OC4.sorted.ccurve.txt
Preseq	all_sections	WN2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WN2.sorted.ccurve.txt
Preseq	all_sections	MH2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/MH2.sorted.ccurve.txt
Preseq	all_sections	OH3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/OH3.sorted.ccurve.txt
Preseq	all_sections	ON5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/ON5.sorted.ccurve.txt
Preseq	all_sections	WN3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WN3.sorted.ccurve.txt
Preseq	all_sections	BH3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/BH3.sorted.ccurve.txt
Preseq	all_sections	WH2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WH2.sorted.ccurve.txt
Preseq	all_sections	BH5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/BH5.sorted.ccurve.txt
Preseq	all_sections	OH5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/OH5.sorted.ccurve.txt
Preseq	all_sections	ON1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/ON1.sorted.ccurve.txt
Preseq	all_sections	OC1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/OC1.sorted.ccurve.txt
Preseq	all_sections	MN1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/MN1.sorted.ccurve.txt
Preseq	all_sections	WN4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WN4.sorted.ccurve.txt
Preseq	all_sections	BN1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/BN1.sorted.ccurve.txt
Preseq	all_sections	OC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/OC2.sorted.ccurve.txt
Preseq	all_sections	ON3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/ON3.sorted.ccurve.txt
Preseq	all_sections	BH2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/BH2.sorted.ccurve.txt
Preseq	all_sections	WC1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WC1.sorted.ccurve.txt
Preseq	all_sections	WC3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WC3.sorted.ccurve.txt
Preseq	all_sections	MH4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/MH4.sorted.ccurve.txt
Preseq	all_sections	MN2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/MN2.sorted.ccurve.txt
Preseq	all_sections	OC5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/OC5.sorted.ccurve.txt
Preseq	all_sections	WC4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WC4.sorted.ccurve.txt
Preseq	all_sections	OH1	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/OH1.sorted.ccurve.txt
Preseq	all_sections	MN3	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/MN3.sorted.ccurve.txt
Preseq	all_sections	WN5	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/WN5.sorted.ccurve.txt
Preseq	all_sections	MC2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/MC2.sorted.ccurve.txt
Preseq	all_sections	BN2	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/BN2.sorted.ccurve.txt
Preseq	all_sections	ON4	/scratch.global/zhoux379/nf/work/72/190bcbc07559dd5efb3b941fcda12f/preseq/ON4.sorted.ccurve.txt
